ImageUniqueID,xmin,ymin,xmax,ymax
2238343659-86621,0.160714,0.174107,0.750000,0.861607
2238470538-18336,0.049107,0.071429,0.794643,0.857143
2452381135-199429,0.232143,0.214286,0.696429,0.611607
2238512311-247050,0.147321,0.205357,0.830357,0.732143
2860298368-62104,0.214286,0.316964,0.991071,0.629464
2238179429-83214,0.446429,0.187500,0.879464,0.933036
2273187994-115252,0.205357,0.294643,0.830357,0.834821
2430666008-48245,0.098214,0.214286,0.816964,0.808036
2238500658-22999,0.214286,0.062500,0.718750,0.665179
2238563826-256675,0.375000,0.080357,0.687500,0.750000
2804902324-133054,0.285714,0.147321,0.790179,0.933036
2238552114-106295,0.303571,0.303571,0.674107,0.723214
2238412841-237859,0.236607,0.111607,0.776786,0.736607
2421822502-342683,0.196429,0.191964,0.660714,0.727679
2238505312-321181,0.075893,0.214286,0.723214,0.607143
2901948482-368450,0.272321,0.151786,0.723214,0.825893
2883273486-291170,0.316964,0.044643,0.611607,0.486607
2238143955-155526,0.107143,0.147321,0.709821,0.825893
2238569962-333188,0.245536,0.250000,0.785714,0.718750
2238495696-244273,0.223214,0.071429,0.709821,0.875000
2238584047-336287,0.361607,0.196429,0.776786,0.736607
2446758960-197605,0.183036,0.468750,0.794643,0.883929
2238527916-249499,0.428571,0.156250,0.830357,0.678571
2238451566-239638,0.049107,0.013393,0.754464,0.598214
2413147518-43462,0.129464,0.151786,0.892857,0.633929
2238556930-181341,0.178571,0.102679,0.714286,0.602679
2964216367-369185,0.107143,0.285714,0.924107,0.714286
2238329115-160081,0.339286,0.316964,0.919643,0.897321
2238489588-21180,0.375000,0.165179,0.821429,0.892857
2237914057-300527,0.236607,0.223214,0.821429,0.825893
2238578452-334994,0.093750,0.022321,0.776786,0.575893
2238563383-34217,0.294643,0.241071,0.781250,0.669643
2238125914-80757,0.383929,0.160714,0.758929,0.607143
2984626355-220870,0.129464,0.125000,0.879464,0.602679
2238524172-324264,0.223214,0.312500,0.602679,0.709821
2238510273-24610,0.013393,0.053571,0.959821,0.758929
2351007092-340077,0.183036,0.017857,0.870536,0.638393
2273188009-115256,0.232143,0.133929,0.718750,0.736607
2238581586-260472,0.125000,0.151786,0.656250,0.540179
2821590359-134388,0.316964,0.375000,0.683036,0.745536
2238566681-257194,0.325893,0.267857,0.745536,0.995536
2238574660-184784,0.053571,0.366071,0.995536,0.674107
2449441924-124309,0.013393,0.116071,0.750000,0.973214
2413150043-43975,0.044643,0.165179,0.584821,0.674107
2883260526-290347,0.321429,0.250000,0.906250,0.915179
2238538695-178093,0.178571,0.178571,0.915179,0.785714
2898628442-366817,0.120536,0.183036,0.933036,0.647321
2238485683-20542,0.111607,0.321429,0.879464,0.861607
2237964032-302454,0.120536,0.120536,0.598214,0.772321
2238573222-333775,0.196429,0.098214,0.901786,0.830357
2238363132-311075,0.535714,0.223214,0.973214,0.535714
2868474464-138812,0.174107,0.165179,0.647321,0.674107
2238168961-230946,0.250000,0.361607,0.611607,0.973214
2238498359-96559,0.223214,0.316964,0.665179,0.683036
2452380875-199363,0.276786,0.218750,0.691964,0.714286
2238327060-160010,0.267857,0.066964,0.875000,0.977679
2592380263-56777,0.258929,0.017857,0.852679,0.799107
2351007748-42504,0.312500,0.299107,0.803571,0.803571
2238563295-182660,0.156250,0.187500,0.727679,0.857143
2238469867-316095,0.366071,0.330357,0.718750,0.866071
2238468452-315919,0.553571,0.183036,0.959821,0.803571
2620425306-280515,0.187500,0.183036,0.790179,0.772321
2351007248-42415,0.116071,0.160714,0.700893,0.781250
2237922811-225698,0.223214,0.285714,0.683036,0.700893
2862685456-285772,0.236607,0.232143,0.665179,0.700893
2238524083-26698,0.129464,0.183036,0.919643,0.758929
2238577093-36936,0.339286,0.125000,0.656250,0.660714
2883260443-67388,0.160714,0.098214,0.834821,0.906250
2238389197-312181,0.321429,0.160714,0.785714,0.705357
2424122450-193985,0.058036,0.156250,0.745536,0.593750
2883267405-216067,0.040179,0.303571,0.549107,0.968750
2238579596-259940,0.089286,0.089286,0.910714,0.660714
2238346375-160865,0.245536,0.156250,0.598214,0.816964
2238210085-158614,0.169643,0.214286,0.651786,0.750000
2273187675-189129,0.049107,0.214286,0.861607,0.700893
2237960935-152925,0.187500,0.080357,0.852679,0.754464
2238213142-308168,0.415179,0.080357,0.924107,0.700893
2238387856-236870,0.294643,0.178571,0.901786,0.897321
2901939386-292631,0.107143,0.008929,0.803571,0.767857
2351007356-264981,0.361607,0.089286,0.883929,0.937500
2417206850-192755,0.120536,0.071429,0.803571,0.642857
2238531394-102205,0.410714,0.053571,0.991071,0.861607
2238579334-111887,0.107143,0.232143,0.687500,0.991071
2238127922-304077,0.151786,0.232143,0.772321,0.754464
2465026021-274438,0.441964,0.147321,0.933036,0.924107
2862685449-136826,0.366071,0.406250,0.678571,0.741071
2238472465-167075,0.089286,0.026786,0.839286,0.883929
2238475377-316741,0.129464,0.200893,0.526786,0.888393
2332528491-264678,0.285714,0.008929,0.691964,0.888393
2382322513-42786,0.178571,0.250000,0.879464,0.857143
2238570506-257866,0.303571,0.218750,0.714286,0.683036
2238558727-331132,0.138393,0.343750,0.620536,0.848214
2901944420-218180,0.125000,0.366071,0.776786,0.736607
2238580879-112242,0.187500,0.058036,0.955357,0.897321
2238011512-302939,0.053571,0.406250,0.718750,0.928571
2238522632-323983,0.138393,0.196429,0.964286,0.633929
2964209387-368907,0.254464,0.308036,0.839286,0.915179
2238222460-159472,0.218750,0.357143,0.732143,0.897321
2860303315-210739,0.138393,0.174107,0.589286,0.995536
2238483069-94319,0.187500,0.138393,0.776786,0.647321
2816372331-282603,0.196429,0.285714,0.852679,0.718750
2238473108-18727,0.299107,0.214286,0.785714,0.758929
2874316374-140742,0.080357,0.446429,0.964286,0.959821
2825700316-283628,0.160714,0.080357,0.727679,0.727679
2413149473-43883,0.142857,0.031250,0.651786,0.995536
2874300336-288807,0.058036,0.111607,0.982143,0.834821
2868475454-138868,0.183036,0.040179,0.732143,0.767857
2860305402-360370,0.084821,0.316964,0.857143,0.901786
2238515060-173587,0.183036,0.200893,0.941964,0.986607
2651219307-356747,0.263393,0.299107,0.888393,0.736607
2238496220-170392,0.312500,0.156250,0.714286,0.593750
2238425592-313539,0.232143,0.339286,0.821429,0.767857
2421824344-119664,0.125000,0.388393,0.933036,0.843750
2238065769-79990,0.156250,0.031250,0.821429,0.870536
2238215380-158956,0.120536,0.183036,0.691964,0.906250
2238530462-325536,0.116071,0.160714,0.611607,0.933036
2238521705-174513,0.040179,0.075893,0.937500,0.839286
2868474460-213164,0.191964,0.227679,0.790179,0.812500
2413149410-192324,0.160714,0.290179,0.625000,0.843750
2237896853-2698,0.285714,0.125000,0.732143,0.808036
2238412531-237836,0.062500,0.062500,0.937500,0.892857
2238156626-230451,0.116071,0.142857,0.883929,0.754464
2989731328-74169,0.035714,0.303571,0.995536,0.745536
2238564128-34411,0.267857,0.058036,0.781250,0.928571
2417207825-192956,0.339286,0.138393,0.785714,0.825893
2238552298-32073,0.120536,0.375000,0.571429,0.982143
2332528702-339830,0.290179,0.205357,0.660714,0.696429
2238554218-32361,0.272321,0.120536,0.709821,0.995536
2868470449-138591,0.066964,0.107143,0.861607,0.691964
2874316433-66811,0.053571,0.348214,0.691964,0.790179
2898630377-366895,0.075893,0.343750,0.535714,0.821429
2816371332-357646,0.133929,0.196429,0.870536,0.825893
2273187658-40753,0.196429,0.138393,0.745536,0.651786
2862694327-361114,0.058036,0.098214,0.968750,0.901786
2238513455-173293,0.142857,0.196429,0.674107,0.736607
2813001340-207930,0.133929,0.267857,0.785714,0.977679
2238124302-303923,0.165179,0.183036,0.821429,0.803571
2237927088-3419,0.205357,0.183036,0.633929,0.700893
2818072314-134079,0.245536,0.308036,0.691964,0.892857
2417205935-192534,0.147321,0.245536,0.866071,0.633929
2862687401-285842,0.406250,0.191964,0.687500,0.718750
2238285676-233859,0.196429,0.147321,0.964286,0.866071
2818074328-59946,0.267857,0.468750,0.803571,0.821429
2238526086-249157,0.223214,0.303571,0.790179,0.758929
2237884368-2653,0.392857,0.308036,0.955357,0.964286
2238175562-306430,0.312500,0.160714,0.772321,0.790179
2238218107-308529,0.102679,0.299107,0.941964,0.714286
2238538109-103742,0.125000,0.227679,0.995536,0.678571
2238575806-259093,0.241071,0.187500,0.691964,0.995536
2237928190-151640,0.125000,0.272321,0.941964,0.968750
2238480658-19717,0.218750,0.160714,0.812500,0.968750
2269197541-263103,0.272321,0.325893,0.959821,0.678571
2238127461-228849,0.053571,0.267857,0.589286,0.633929
2382319280-190988,0.187500,0.125000,0.781250,0.901786
2238340984-86475,0.375000,0.178571,0.758929,0.794643
2862699457-361369,0.227679,0.160714,0.919643,0.718750
2868474357-362874,0.250000,0.397321,0.825893,0.642857
2651222310-207377,0.151786,0.196429,0.767857,0.718750
2862699464-137475,0.227679,0.165179,0.718750,0.888393
2238375317-311542,0.178571,0.325893,0.750000,0.928571
2237965020-153186,0.071429,0.200893,0.964286,0.941964
2382324448-42850,0.281250,0.258929,0.750000,0.928571
2238579214-111856,0.071429,0.120536,0.495536,0.437500
2238575026-258895,0.116071,0.308036,0.799107,0.691964
2446759026-271640,0.160714,0.111607,0.678571,0.508929
2238161171-230687,0.125000,0.107143,0.580357,0.785714
2874300396-288826,0.196429,0.111607,0.674107,0.848214
2818079346-283025,0.245536,0.058036,0.875000,0.709821
2446758336-271417,0.191964,0.254464,0.750000,0.625000
2238439410-164950,0.026786,0.433036,0.495536,0.772321
2238449731-239578,0.071429,0.151786,0.714286,0.790179
2238334791-234434,0.241071,0.223214,0.602679,0.772321
2862694351-286129,0.053571,0.258929,0.924107,0.924107
2238511437-322250,0.339286,0.214286,0.848214,0.843750
2238402484-89221,0.285714,0.196429,0.959821,0.977679
2864912367-362294,0.040179,0.035714,0.986607,0.888393
2446759103-49073,0.008929,0.392857,0.924107,0.879464
2238561609-108289,0.258929,0.232143,0.772321,0.794643
2831359319-135170,0.169643,0.375000,0.741071,0.767857
2238570420-183873,0.205357,0.026786,0.812500,0.602679
2238132559-81054,0.125000,0.339286,0.691964,0.763393
2424122908-45597,0.433036,0.187500,0.767857,0.995536
2238413556-237883,0.075893,0.160714,0.995536,0.799107
2237961992-302326,0.272321,0.254464,0.883929,0.718750
2864904393-63914,0.178571,0.263393,0.870536,0.772321
2238585082-336498,0.236607,0.236607,0.897321,0.866071
2427875587-345425,0.214286,0.227679,0.732143,0.696429
2883258343-67224,0.178571,0.174107,0.928571,0.629464
2238465317-315548,0.232143,0.183036,0.955357,0.892857
2238496378-22249,0.084821,0.290179,0.790179,0.718750
2351006367-339952,0.062500,0.241071,0.553571,0.977679
2332528240-190369,0.227679,0.263393,0.678571,0.732143
2238501842-320665,0.250000,0.209821,0.808036,0.745536
2862697329-137352,0.339286,0.178571,0.830357,0.799107
2981229467-369630,0.267857,0.241071,0.616071,0.620536
2981236395-219950,0.174107,0.062500,0.888393,0.669643
2816363347-357526,0.272321,0.120536,0.794643,0.816964
2981229467-369629,0.299107,0.366071,0.821429,0.830357
2901934532-367335,0.232143,0.196429,0.696429,0.821429
2351006630-190643,0.232143,0.102679,0.946429,0.870536
2238497880-170695,0.285714,0.223214,0.946429,0.665179
2424122781-268088,0.165179,0.165179,0.638393,0.950893
2238355591-235464,0.258929,0.258929,0.843750,0.754464
2238565340-183030,0.120536,0.165179,0.754464,0.678571
2238507725-172337,0.142857,0.334821,0.683036,0.861607
2238425374-90050,0.102679,0.191964,0.995536,0.794643
2269197462-338265,0.321429,0.267857,0.933036,0.683036
2864912357-362284,0.267857,0.276786,0.647321,0.785714
2237960578-4633,0.191964,0.200893,0.772321,0.709821
2238572838-35874,0.308036,0.008929,0.696429,0.799107
2238577860-185532,0.250000,0.044643,0.816964,0.839286
2864912467-362322,0.334821,0.209821,0.758929,0.691964
2238559743-33506,0.281250,0.160714,0.866071,0.892857
2984623396-295829,0.142857,0.276786,0.959821,0.651786
2238507011-246125,0.049107,0.401786,0.683036,0.910714
2238348918-12647,0.285714,0.125000,0.803571,0.620536
2425492474-120507,0.214286,0.205357,0.919643,0.973214
2238388639-88673,0.308036,0.120536,0.705357,0.642857
2351006451-264812,0.147321,0.116071,0.785714,0.857143
2238559326-255784,0.129464,0.316964,0.727679,0.861607
2238306671-233979,0.276786,0.258929,0.687500,0.928571
2237909999-77150,0.125000,0.200893,0.642857,0.607143
2238221015-159423,0.160714,0.236607,0.745536,0.892857
2864911422-362251,0.125000,0.366071,0.741071,0.933036
2818081331-283061,0.392857,0.017857,0.888393,0.879464
2238578410-185653,0.290179,0.165179,0.790179,0.678571
2446758714-123494,0.294643,0.089286,0.790179,0.830357
2238555835-181097,0.232143,0.116071,0.830357,0.830357
2427873307-344958,0.410714,0.241071,0.696429,0.897321
2238570860-183938,0.428571,0.026786,0.857143,0.589286
2383042153-43133,0.276786,0.053571,0.678571,0.763393
2238556983-32881,0.205357,0.250000,0.575893,0.803571
2238516849-99598,0.214286,0.089286,0.763393,0.750000
2238499379-96742,0.147321,0.294643,0.901786,0.892857
2238474716-241373,0.294643,0.035714,0.875000,0.888393
2238570414-109883,0.486607,0.383929,0.875000,0.888393
2238556060-181150,0.022321,0.370536,0.888393,0.647321
2860298309-136194,0.107143,0.330357,0.839286,0.745536
2238551597-329619,0.160714,0.053571,0.879464,0.892857
2868484402-363473,0.116071,0.120536,0.593750,0.607143
2238377392-311624,0.308036,0.058036,0.991071,0.857143
2382321338-42723,0.174107,0.062500,0.825893,0.763393
2238220918-11017,0.254464,0.093750,0.763393,0.870536
2332528735-190481,0.312500,0.254464,0.772321,0.825893
2864915358-64429,0.522321,0.000000,0.799107,0.723214
2238147455-155816,0.196429,0.125000,0.830357,0.852679
2446760942-347445,0.165179,0.160714,0.839286,0.816964
2383042835-191699,0.339286,0.241071,0.616071,0.763393
2238579334-111888,0.366071,0.178571,0.794643,0.776786
2238554303-32387,0.250000,0.299107,0.816964,0.709821
2351007555-190811,0.375000,0.361607,0.946429,0.946429
2446758507-346790,0.272321,0.008929,0.727679,0.620536
2237940643-3732,0.214286,0.058036,0.763393,0.794643
2238553753-32312,0.303571,0.477679,0.696429,0.785714
2984623374-146454,0.214286,0.147321,0.700893,0.861607
2816359342-357455,0.232143,0.227679,0.665179,0.785714
2238557656-255386,0.272321,0.151786,0.620536,0.794643
2351007293-42419,0.053571,0.058036,0.848214,0.821429
2860301445-210696,0.357143,0.107143,0.758929,0.977679
2238577730-185507,0.214286,0.125000,0.647321,0.915179
2351008091-265122,0.120536,0.272321,0.794643,0.732143
2427875530-196108,0.160714,0.254464,0.763393,0.950893
2238473595-167217,0.250000,0.174107,0.821429,0.611607
2237922900-151483,0.178571,0.183036,0.888393,0.928571
2382324594-117309,0.473214,0.142857,0.808036,0.558036
2901933478-69241,0.267857,0.142857,0.946429,0.562500
2238502609-97265,0.316964,0.093750,0.736607,0.790179
2898630382-366897,0.156250,0.165179,0.839286,0.946429
2446758716-271542,0.133929,0.022321,0.995536,0.941964
2237965808-4992,0.187500,0.156250,0.718750,0.897321
2821586345-208617,0.125000,0.040179,0.919643,0.959821
2860297403-62065,0.026786,0.093750,0.879464,0.678571
2238558288-33187,0.352679,0.017857,0.642857,0.776786
2238474192-316627,0.142857,0.125000,0.852679,0.790179
2458347958-51206,0.223214,0.035714,0.803571,0.575893
2430664534-122302,0.116071,0.183036,0.767857,0.647321
2901938369-143391,0.084821,0.205357,0.794643,0.995536
2351008087-340282,0.392857,0.312500,0.669643,0.714286
2237964625-153166,0.111607,0.272321,0.629464,0.790179
2351006630-190642,0.285714,0.214286,0.892857,0.821429
2237959718-4564,0.125000,0.125000,0.857143,0.745536
2898630451-291853,0.093750,0.290179,0.602679,0.727679
2640657314-132767,0.241071,0.156250,0.808036,0.816964
2427872096-269414,0.321429,0.196429,0.852679,0.687500
2238556392-330530,0.191964,0.397321,0.785714,0.946429
2238380675-162394,0.303571,0.125000,0.571429,0.812500
2901941482-367891,0.321429,0.321429,0.736607,0.678571
2868483321-288375,0.428571,0.160714,0.892857,0.714286
2238540009-104059,0.075893,0.053571,0.866071,0.647321
2883255400-215298,0.178571,0.236607,0.647321,0.870536
2238467601-240490,0.107143,0.017857,0.642857,0.982143
2816355340-207956,0.066964,0.339286,0.839286,0.870536
2238468617-315947,0.321429,0.165179,0.781250,0.736607
2238555829-106918,0.294643,0.160714,0.875000,0.816964
2332527748-41918,0.165179,0.004464,0.790179,0.754464
2238571782-333473,0.053571,0.107143,0.950893,0.656250
2237898410-150967,0.165179,0.200893,0.830357,0.772321
2864908440-212479,0.035714,0.250000,0.678571,0.879464
2864903369-137926,0.151786,0.388393,0.736607,0.665179
2238524863-26845,0.258929,0.285714,0.924107,0.964286
2452381226-273445,0.299107,0.214286,0.732143,0.714286
2421822502-342680,0.125000,0.267857,0.558036,0.785714
2452381149-125308,0.187500,0.241071,0.937500,0.660714
2901940395-217872,0.053571,0.361607,0.986607,0.660714
2238562101-256323,0.276786,0.272321,0.683036,0.750000
2238404438-15156,0.330357,0.267857,0.678571,0.723214
2901946408-70224,0.160714,0.169643,0.678571,0.821429
2238555096-254841,0.325893,0.223214,0.602679,0.727679
2238492619-95729,0.174107,0.316964,0.763393,0.718750
2238470960-166887,0.102679,0.165179,0.816964,0.785714
2651225318-58790,0.294643,0.089286,0.580357,0.808036
2238468501-240594,0.174107,0.267857,0.825893,0.763393
2332528077-339716,0.151786,0.178571,0.736607,0.669643
2984615387-370492,0.241071,0.133929,0.763393,0.906250
2632339316-281058,0.116071,0.254464,0.714286,0.714286
2425493084-120614,0.223214,0.366071,0.816964,0.915179
2446759384-123671,0.343750,0.200893,0.741071,0.964286
2238584817-336441,0.017857,0.169643,0.946429,0.928571
2864911368-64237,0.285714,0.125000,0.857143,0.852679
2238344262-310047,0.200893,0.334821,0.857143,0.861607
2238474163-18871,0.066964,0.379464,0.866071,0.616071
2238219730-159340,0.151786,0.343750,0.803571,0.696429
2851417351-284257,0.227679,0.053571,0.834821,0.857143
2427874450-195886,0.111607,0.285714,0.910714,0.718750
2898617302-366274,0.053571,0.125000,0.727679,0.678571
2430664827-345748,0.129464,0.214286,0.901786,0.718750
2821593350-208763,0.482143,0.312500,0.995536,0.834821
2964215473-71062,0.142857,0.406250,0.901786,0.763393
2238556419-107049,0.129464,0.183036,0.830357,0.834821
2238172418-8707,0.285714,0.254464,0.839286,0.607143
2238452073-17186,0.133929,0.089286,0.607143,0.964286
2238193025-157961,0.232143,0.165179,0.754464,0.843750
2237963570-153101,0.232143,0.102679,0.741071,0.883929
2383042359-117602,0.227679,0.089286,0.879464,0.767857
2883254428-66975,0.232143,0.187500,0.696429,0.700893
2430664954-122400,0.160714,0.245536,0.732143,0.825893
2238385705-162666,0.267857,0.254464,0.651786,0.683036
2238495914-96154,0.223214,0.424107,0.825893,0.839286
2898629353-68815,0.191964,0.044643,0.995536,0.977679
