species,genus,family,mivs
Lycodon tiwarii,Lycodon,Colubridae,0
Lycodon travancoricus,Lycodon,Colubridae,0
Lycodon tristrigatus,Lycodon,Colubridae,0
Lycodon zawi,Lycodon,Colubridae,0
Lycodon zayuensis,Lycodon,Colubridae,0
Lycodon zoosvictoriae,Lycodon,Colubridae,0
Lycodonomorphus bicolor,Lycodonomorphus,Lamprophiidae,0
Lycodonomorphus inornatus,Lycodonomorphus,Lamprophiidae,0
Lycodonomorphus laevissimus,Lycodonomorphus,Lamprophiidae,0
Lycodonomorphus leleupi,Lycodonomorphus,Lamprophiidae,0
Lycodonomorphus mlanjensis,Lycodonomorphus,Lamprophiidae,0
Lycodonomorphus obscuriventris,Lycodonomorphus,Lamprophiidae,0
Lycodonomorphus rufulus,Lycodonomorphus,Lamprophiidae,0
Lycodonomorphus subtaeniatus,Lycodonomorphus,Lamprophiidae,0
Lycodonomorphus whytii,Lycodonomorphus,Lamprophiidae,0
Lycodryas carleti,Lycodryas,Lamprophiidae,0
Lycodryas citrinus,Lycodryas,Lamprophiidae,0
Lycodryas cococola,Lycodryas,Lamprophiidae,0
Lycodryas gaimardi,Lycodryas,Lamprophiidae,0
Lycodryas granuliceps,Lycodryas,Lamprophiidae,0
Lycodryas guentheri,Lycodryas,Lamprophiidae,0
Lycodryas inopinae,Lycodryas,Lamprophiidae,0
Lycodryas inornatus,Lycodryas,Lamprophiidae,0
Lycodryas maculatus,Lycodryas,Lamprophiidae,0
Lycodryas pseudogranuliceps,Lycodryas,Lamprophiidae,0
Lycognathophis seychellensis,Lycognathophis,Colubridae,0
Lycophidion acutirostre,Lycophidion,Lamprophiidae,0
Lycophidion albomaculatum,Lycophidion,Lamprophiidae,0
Lycophidion capense,Lycophidion,Lamprophiidae,0
Lycophidion depressirostre,Lycophidion,Lamprophiidae,0
Lycophidion hellmichi,Lycophidion,Lamprophiidae,0
Lycophidion irroratum,Lycophidion,Lamprophiidae,0
Lycophidion laterale,Lycophidion,Lamprophiidae,0
Lycophidion meleagre,Lycophidion,Lamprophiidae,0
Lycophidion multimaculatum,Lycophidion,Lamprophiidae,0
Lycophidion namibianum,Lycophidion,Lamprophiidae,0
Lycophidion nanum,Lycophidion,Lamprophiidae,0
Lycophidion nigromaculatum,Lycophidion,Lamprophiidae,0
Lycophidion ornatum,Lycophidion,Lamprophiidae,0
Lycophidion pembanum,Lycophidion,Lamprophiidae,0
Lycophidion pygmaeum,Lycophidion,Lamprophiidae,0
Lycophidion semiannule,Lycophidion,Lamprophiidae,0
Lycophidion semicinctum,Lycophidion,Lamprophiidae,0
Lycophidion taylori,Lycophidion,Lamprophiidae,0
Lycophidion uzungwense,Lycophidion,Lamprophiidae,0
Lycophidion variegatum,Lycophidion,Lamprophiidae,0
Lygophis anomalus,Lygophis,Colubridae,0
Lygophis dilepis,Lygophis,Colubridae,0
Lygophis elegantissimus,Lygophis,Colubridae,0
Lygophis flavifrenatus,Lygophis,Colubridae,0
Lygophis lineatus,Lygophis,Colubridae,0
Lygophis meridionalis,Lygophis,Colubridae,0
Lygophis paucidens,Lygophis,Colubridae,0
Lygophis vanzolinii,Lygophis,Colubridae,0
Lytorhynchus diadema,Lytorhynchus,Colubridae,0
Lytorhynchus gasperetti,Lytorhynchus,Colubridae,0
Lytorhynchus kennedyi,Lytorhynchus,Colubridae,0
Lytorhynchus maynardi,Lytorhynchus,Colubridae,0
Lytorhynchus paradoxus,Lytorhynchus,Colubridae,0
Lytorhynchus ridgewayi,Lytorhynchus,Colubridae,0
Macrelaps microlepidotus,Macrelaps,Lamprophiidae,0
Macrocalamus chanardi,Macrocalamus,Colubridae,0
Macrocalamus emas,Macrocalamus,Colubridae,0
Macrocalamus gentingensis,Macrocalamus,Colubridae,0
Macrocalamus jasoni,Macrocalamus,Colubridae,0
Macrocalamus lateralis,Macrocalamus,Colubridae,0
Macrocalamus schulzi,Macrocalamus,Colubridae,0
Macrocalamus tweediei,Macrocalamus,Colubridae,0
Macrocalamus vogeli,Macrocalamus,Colubridae,0
Macroprotodon abubakeri,Macroprotodon,Colubridae,0
Macroprotodon brevis,Macroprotodon,Colubridae,0
Macroprotodon cucullatus,Macroprotodon,Colubridae,0
Macroprotodon mauritanicus,Macroprotodon,Colubridae,0
Macrovipera lebetinus,Macrovipera,Viperidae,1
Macrovipera razii,Macrovipera,Viperidae,1
Macrovipera schweizeri,Macrovipera,Viperidae,1
Madagascarophis colubrinus,Madagascarophis,Lamprophiidae,0
Madagascarophis fuchsi,Madagascarophis,Lamprophiidae,0
Madagascarophis lolo,Madagascarophis,Lamprophiidae,0
Madagascarophis meridionalis,Madagascarophis,Lamprophiidae,0
Madagascarophis ocellatus,Madagascarophis,Lamprophiidae,0
Madatyphlops albanalis,Madatyphlops,Typhlopidae,0
Madatyphlops andasibensis,Madatyphlops,Typhlopidae,0
Madatyphlops arenarius,Madatyphlops,Typhlopidae,0
Madatyphlops boettgeri,Madatyphlops,Typhlopidae,0
Madatyphlops cariei,Madatyphlops,Typhlopidae,0
Madatyphlops comorensis,Madatyphlops,Typhlopidae,0
Madatyphlops decorsei,Madatyphlops,Typhlopidae,0
Madatyphlops domerguei,Madatyphlops,Typhlopidae,0
Madatyphlops madagascariensis,Madatyphlops,Typhlopidae,0
Madatyphlops microcephalus,Madatyphlops,Typhlopidae,0
Madatyphlops mucronatus,Madatyphlops,Typhlopidae,0
Madatyphlops ocularis,Madatyphlops,Typhlopidae,0
Madatyphlops rajeryi,Madatyphlops,Typhlopidae,0
Madatyphlops reuteri,Madatyphlops,Typhlopidae,0
Magliophis exiguus,Magliophis,Colubridae,0
Magliophis stahli,Magliophis,Colubridae,0
Malayopython reticulatus,Malayopython,Pythonidae,0
Malayopython timoriensis,Malayopython,Pythonidae,0
Malayotyphlops andyi,Malayotyphlops,Typhlopidae,0
Malayotyphlops canlaonensis,Malayotyphlops,Typhlopidae,0
Malayotyphlops castanotus,Malayotyphlops,Typhlopidae,0
Malayotyphlops collaris,Malayotyphlops,Typhlopidae,0
Malayotyphlops denrorum,Malayotyphlops,Typhlopidae,0
Malayotyphlops hypogius,Malayotyphlops,Typhlopidae,0
Malayotyphlops koekkoeki,Malayotyphlops,Typhlopidae,0
Malayotyphlops kraalii,Malayotyphlops,Typhlopidae,0
Malayotyphlops luzonensis,Malayotyphlops,Typhlopidae,0
Malayotyphlops manilae,Malayotyphlops,Typhlopidae,0
Malayotyphlops ruber,Malayotyphlops,Typhlopidae,0
Malayotyphlops ruficaudus,Malayotyphlops,Typhlopidae,0
Malpolon insignitus,Malpolon,Lamprophiidae,0
Malpolon moilensis,Malpolon,Lamprophiidae,0
Malpolon monspessulanus,Malpolon,Lamprophiidae,0
Manolepis putnami,Manolepis,Colubridae,0
Masticophis anthonyi,Masticophis,Colubridae,0
Masticophis aurigulus,Masticophis,Colubridae,0
Masticophis barbouri,Masticophis,Colubridae,0
Masticophis bilineatus,Masticophis,Colubridae,0
Masticophis flagellum,Masticophis,Colubridae,0
Masticophis fuliginosus,Masticophis,Colubridae,0
Masticophis lateralis,Masticophis,Colubridae,0
Masticophis mentovarius,Masticophis,Colubridae,0
Masticophis schotti,Masticophis,Colubridae,0
Masticophis slevini,Masticophis,Colubridae,0
Masticophis taeniatus,Masticophis,Colubridae,0
Mastigodryas alternatus,Mastigodryas,Colubridae,0
Mastigodryas amarali,Mastigodryas,Colubridae,0
Mastigodryas boddaerti,Mastigodryas,Colubridae,0
Mastigodryas bruesi,Mastigodryas,Colubridae,0
Mastigodryas cliftoni,Mastigodryas,Colubridae,0
Mastigodryas danieli,Mastigodryas,Colubridae,0
Mastigodryas dorsalis,Mastigodryas,Colubridae,0
Mastigodryas heathii,Mastigodryas,Colubridae,0
Mastigodryas melanolomus,Mastigodryas,Colubridae,0
Mastigodryas moratoi,Mastigodryas,Colubridae,0
Mastigodryas pleii,Mastigodryas,Colubridae,0
Mastigodryas pulchriceps,Mastigodryas,Colubridae,0
Mastigodryas reticulatus,Mastigodryas,Colubridae,0
Mehelya egbensis,Mehelya,Lamprophiidae,0
Mehelya gabouensis,Mehelya,Lamprophiidae,0
Mehelya laurenti,Mehelya,Lamprophiidae,0
Mehelya poensis,Mehelya,Lamprophiidae,0
Mehelya stenophthalmus,Mehelya,Lamprophiidae,0
Meizodon coronatus,Meizodon,Colubridae,0
Meizodon krameri,Meizodon,Colubridae,0
Meizodon plumbiceps,Meizodon,Colubridae,0
Meizodon regularis,Meizodon,Colubridae,0
Meizodon semiornatus,Meizodon,Colubridae,0
Melanophidium bilineatum,Melanophidium,Uropeltidae,0
Melanophidium khairei,Melanophidium,Uropeltidae,0
Melanophidium punctatum,Melanophidium,Uropeltidae,0
Melanophidium wynaudense,Melanophidium,Uropeltidae,0
Metlapilcoatlus indomitus,Metlapilcoatlus,Viperidae,1
Metlapilcoatlus mexicanus,Metlapilcoatlus,Viperidae,1
Metlapilcoatlus nummifer,Metlapilcoatlus,Viperidae,1
Metlapilcoatlus occiduus,Metlapilcoatlus,Viperidae,1
Metlapilcoatlus olmec,Metlapilcoatlus,Viperidae,1
Micrelaps bicoloratus,Micrelaps,Lamprophiidae,0
Micrelaps muelleri,Micrelaps,Lamprophiidae,0
Micrelaps vaillanti,Micrelaps,Lamprophiidae,0
Micropechis ikaheca,Micropechis,Elapidae,1
Micropisthodon ochraceus,Micropisthodon,Lamprophiidae,0
Micruroides euryxanthus,Micruroides,Elapidae,1
Micrurus albicinctus,Micrurus,Elapidae,1
Micrurus alleni,Micrurus,Elapidae,1
Micrurus altirostris,Micrurus,Elapidae,1
Micrurus ancoralis,Micrurus,Elapidae,1
Micrurus annellatus,Micrurus,Elapidae,1
Micrurus averyi,Micrurus,Elapidae,1
Micrurus baliocoryphus,Micrurus,Elapidae,1
Micrurus bernadi,Micrurus,Elapidae,1
Micrurus bocourti,Micrurus,Elapidae,1
Micrurus bogerti,Micrurus,Elapidae,1
Micrurus boicora,Micrurus,Elapidae,1
Micrurus brasiliensis,Micrurus,Elapidae,1
Micrurus browni,Micrurus,Elapidae,1
Micrurus camilae,Micrurus,Elapidae,1
Micrurus circinalis,Micrurus,Elapidae,1
Micrurus clarki,Micrurus,Elapidae,1
Micrurus collaris,Micrurus,Elapidae,1
Micrurus corallinus,Micrurus,Elapidae,1
Micrurus decoratus,Micrurus,Elapidae,1
Micrurus diana,Micrurus,Elapidae,1
Micrurus diastema,Micrurus,Elapidae,1
Micrurus dissoleucus,Micrurus,Elapidae,1
Micrurus distans,Micrurus,Elapidae,1
Micrurus diutius,Micrurus,Elapidae,1
Micrurus dumerilii,Micrurus,Elapidae,1
Micrurus elegans,Micrurus,Elapidae,1
Micrurus ephippifer,Micrurus,Elapidae,1
Micrurus filiformis,Micrurus,Elapidae,1
Micrurus frontalis,Micrurus,Elapidae,1
Micrurus fulvius,Micrurus,Elapidae,1
Micrurus hemprichii,Micrurus,Elapidae,1
Micrurus hippocrepis,Micrurus,Elapidae,1
Micrurus ibiboboca,Micrurus,Elapidae,1
Micrurus isozonus,Micrurus,Elapidae,1
Micrurus langsdorffi,Micrurus,Elapidae,1
Micrurus laticollaris,Micrurus,Elapidae,1
Micrurus latifasciatus,Micrurus,Elapidae,1
Micrurus lemniscatus,Micrurus,Elapidae,1
Micrurus limbatus,Micrurus,Elapidae,1
Micrurus margaritiferus,Micrurus,Elapidae,1
Micrurus medemi,Micrurus,Elapidae,1
Micrurus meridensis,Micrurus,Elapidae,1
Micrurus mertensi,Micrurus,Elapidae,1
Micrurus mipartitus,Micrurus,Elapidae,1
Micrurus mosquitensis,Micrurus,Elapidae,1
Micrurus multifasciatus,Micrurus,Elapidae,1
Micrurus multiscutatus,Micrurus,Elapidae,1
Micrurus narduccii,Micrurus,Elapidae,1
Micrurus nattereri,Micrurus,Elapidae,1
Micrurus nebularis,Micrurus,Elapidae,1
Micrurus nigrocinctus,Micrurus,Elapidae,1
Micrurus obscurus,Micrurus,Elapidae,1
Micrurus oligoanellatus,Micrurus,Elapidae,1
Micrurus ornatissimus,Micrurus,Elapidae,1
Micrurus pacaraimae,Micrurus,Elapidae,1
Micrurus pachecogili,Micrurus,Elapidae,1
Micrurus paraensis,Micrurus,Elapidae,1
Micrurus peruvianus,Micrurus,Elapidae,1
Micrurus petersi,Micrurus,Elapidae,1
Micrurus potyguara,Micrurus,Elapidae,1
Micrurus proximans,Micrurus,Elapidae,1
Micrurus psyches,Micrurus,Elapidae,1
Micrurus putumayensis,Micrurus,Elapidae,1
Micrurus pyrrhocryptus,Micrurus,Elapidae,1
Micrurus remotus,Micrurus,Elapidae,1
Micrurus renjifoi,Micrurus,Elapidae,1
Micrurus ruatanus,Micrurus,Elapidae,1
Micrurus sangilensis,Micrurus,Elapidae,1
Micrurus scutiventris,Micrurus,Elapidae,1
Micrurus serranus,Micrurus,Elapidae,1
Micrurus silviae,Micrurus,Elapidae,1
Micrurus spixii,Micrurus,Elapidae,1
Micrurus spurrelli,Micrurus,Elapidae,1
Micrurus steindachneri,Micrurus,Elapidae,1
Micrurus stewarti,Micrurus,Elapidae,1
Micrurus stuarti,Micrurus,Elapidae,1
Micrurus surinamensis,Micrurus,Elapidae,1
Micrurus tener,Micrurus,Elapidae,1
Micrurus tikuna,Micrurus,Elapidae,1
Micrurus tricolor,Micrurus,Elapidae,1
Micrurus tschudii,Micrurus,Elapidae,1
Mimophis mahfalensis,Mimophis,Lamprophiidae,0
Mimophis occultus,Mimophis,Lamprophiidae,0
Mintonophis pakistanicus,Mintonophis,Homalopsidae,0
Miralia alternans,Miralia,Homalopsidae,0
Mitophis asbolepis,Mitophis,Leptotyphlopidae,0
Mitophis calypso,Mitophis,Leptotyphlopidae,0
Mitophis leptepileptus,Mitophis,Leptotyphlopidae,0
Mitophis pyrites,Mitophis,Leptotyphlopidae,0
Mixcoatlus barbouri,Mixcoatlus,Viperidae,0
Mixcoatlus browni,Mixcoatlus,Viperidae,0
Mixcoatlus melanurus,Mixcoatlus,Viperidae,0
Montaspis gilvomaculata,Montaspis,Lamprophiidae,0
Montatheris hindii,Montatheris,Viperidae,0
Montivipera albizona,Montivipera,Viperidae,1
Montivipera bornmuelleri,Montivipera,Viperidae,1
Montivipera bulgardaghica,Montivipera,Viperidae,1
Montivipera kuhrangica,Montivipera,Viperidae,1
Montivipera latifii,Montivipera,Viperidae,1
Montivipera raddei,Montivipera,Viperidae,1
Montivipera wagneri,Montivipera,Viperidae,1
Montivipera xanthina,Montivipera,Viperidae,1
Mopanveldophis zebrinus,Mopanveldophis,Colubridae,0
Morelia azurea,Morelia,Pythonidae,0
Morelia bredli,Morelia,Pythonidae,0
Morelia carinata,Morelia,Pythonidae,0
Morelia imbricata,Morelia,Pythonidae,0
Morelia spilota,Morelia,Pythonidae,0
Morelia viridis,Morelia,Pythonidae,0
Muhtarophis barani,Muhtarophis,Colubridae,0
Mussurana bicolor,Mussurana,Colubridae,0
Mussurana montana,Mussurana,Colubridae,0
Mussurana quimi,Mussurana,Colubridae,0
Myersophis alpestris,Myersophis,Lamprophiidae,0
Myriopholis adleri,Myriopholis,Leptotyphlopidae,0
Myriopholis albiventer,Myriopholis,Leptotyphlopidae,0
Myriopholis algeriensis,Myriopholis,Leptotyphlopidae,0
Myriopholis blanfordi,Myriopholis,Leptotyphlopidae,0
Myriopholis boueti,Myriopholis,Leptotyphlopidae,0
Myriopholis braccianii,Myriopholis,Leptotyphlopidae,0
Myriopholis burii,Myriopholis,Leptotyphlopidae,0
Myriopholis cairi,Myriopholis,Leptotyphlopidae,0
Myriopholis erythraeus,Myriopholis,Leptotyphlopidae,0
Myriopholis filiformis,Myriopholis,Leptotyphlopidae,0
Myriopholis ionidesi,Myriopholis,Leptotyphlopidae,0
Myriopholis lanzai,Myriopholis,Leptotyphlopidae,0
Myriopholis longicauda,Myriopholis,Leptotyphlopidae,0
Myriopholis macrorhyncha,Myriopholis,Leptotyphlopidae,0
Myriopholis macrura,Myriopholis,Leptotyphlopidae,0
Myriopholis narirostris,Myriopholis,Leptotyphlopidae,0
Myriopholis nursii,Myriopholis,Leptotyphlopidae,0
Myriopholis occipitalis,Myriopholis,Leptotyphlopidae,0
Myriopholis parkeri,Myriopholis,Leptotyphlopidae,0
Myriopholis perreti,Myriopholis,Leptotyphlopidae,0
Myriopholis rouxestevae,Myriopholis,Leptotyphlopidae,0
Myriopholis tanae,Myriopholis,Leptotyphlopidae,0
Myriopholis wilsoni,Myriopholis,Leptotyphlopidae,0
Myriopholis yemenica,Myriopholis,Leptotyphlopidae,0
Myron karnsi,Myron,Homalopsidae,0
Myron resetari,Myron,Homalopsidae,0
Myron richardsonii,Myron,Homalopsidae,0
Myrrophis bennettii,Myrrophis,Homalopsidae,0
Myrrophis chinensis,Myrrophis,Homalopsidae,0
Naja anchietae,Naja,Elapidae,1
Naja annulata,Naja,Elapidae,1
Naja annulifera,Naja,Elapidae,1
Naja arabica,Naja,Elapidae,1
Naja ashei,Naja,Elapidae,1
Naja atra,Naja,Elapidae,1
Naja christyi,Naja,Elapidae,1
Naja guineensis,Naja,Elapidae,1
Naja haje,Naja,Elapidae,1
Naja kaouthia,Naja,Elapidae,1
Naja katiensis,Naja,Elapidae,1
Naja mandalayensis,Naja,Elapidae,1
Naja melanoleuca,Naja,Elapidae,1
Naja mossambica,Naja,Elapidae,1
Naja multifasciata,Naja,Elapidae,1
Naja naja,Naja,Elapidae,1
Naja nana,Naja,Elapidae,1
Naja nigricincta,Naja,Elapidae,1
Naja nigricollis,Naja,Elapidae,1
Naja nivea,Naja,Elapidae,1
Naja nubiae,Naja,Elapidae,1
Naja oxiana,Naja,Elapidae,1
Naja pallida,Naja,Elapidae,1
Naja peroescobari,Naja,Elapidae,1
Naja philippinensis,Naja,Elapidae,1
Naja sagittifera,Naja,Elapidae,1
Naja samarensis,Naja,Elapidae,1
Naja savannula,Naja,Elapidae,1
Naja senegalensis,Naja,Elapidae,1
Naja siamensis,Naja,Elapidae,1
Naja sputatrix,Naja,Elapidae,1
Naja subfulva,Naja,Elapidae,1
Naja sumatrana,Naja,Elapidae,1
Namibiana gracilior,Namibiana,Leptotyphlopidae,0
Namibiana labialis,Namibiana,Leptotyphlopidae,0
Namibiana latifrons,Namibiana,Leptotyphlopidae,0
Namibiana occidentalis,Namibiana,Leptotyphlopidae,0
Namibiana rostrata,Namibiana,Leptotyphlopidae,0
Natriciteres bipostocularis,Natriciteres,Colubridae,0
Natriciteres fuliginoides,Natriciteres,Colubridae,0
Natriciteres olivacea,Natriciteres,Colubridae,0
Natriciteres pembana,Natriciteres,Colubridae,0
Natriciteres sylvatica,Natriciteres,Colubridae,0
Natriciteres variegata,Natriciteres,Colubridae,0
Natrix astreptophora,Natrix,Colubridae,0
Natrix helvetica,Natrix,Colubridae,0
Natrix maura,Natrix,Colubridae,0
Natrix natrix,Natrix,Colubridae,0
Natrix tessellata,Natrix,Colubridae,0
Nawaran oenpelliensis,Nawaran,Pythonidae,0
Neelaps calonotus,Neelaps,Elapidae,0
Nerodia clarkii,Nerodia,Colubridae,0
Nerodia cyclopion,Nerodia,Colubridae,0
Nerodia erythrogaster,Nerodia,Colubridae,0
Nerodia fasciata,Nerodia,Colubridae,0
Nerodia floridana,Nerodia,Colubridae,0
Nerodia harteri,Nerodia,Colubridae,0
Nerodia paucimaculata,Nerodia,Colubridae,0
Nerodia rhombifer,Nerodia,Colubridae,0
Nerodia sipedon,Nerodia,Colubridae,0
Nerodia taxispilota,Nerodia,Colubridae,0
Ninia atrata,Ninia,Colubridae,0
Ninia celata,Ninia,Colubridae,0
Ninia diademata,Ninia,Colubridae,0
Ninia espinali,Ninia,Colubridae,0
Ninia franciscoi,Ninia,Colubridae,0
Ninia hudsoni,Ninia,Colubridae,0
Ninia maculata,Ninia,Colubridae,0
Ninia pavimentata,Ninia,Colubridae,0
Ninia psephota,Ninia,Colubridae,0
Ninia sebae,Ninia,Colubridae,0
Ninia teresitae,Ninia,Colubridae,0
Notechis scutatus,Notechis,Elapidae,1
Nothopsis rugosus,Nothopsis,Colubridae,0
Ogmodon vitianus,Ogmodon,Elapidae,0
Oligodon affinis,Oligodon,Colubridae,0
Oligodon albocinctus,Oligodon,Colubridae,0
Oligodon ancorus,Oligodon,Colubridae,0
Oligodon annamensis,Oligodon,Colubridae,0
Oligodon annulifer,Oligodon,Colubridae,0
Oligodon arenarius,Oligodon,Colubridae,0
Oligodon arnensis,Oligodon,Colubridae,0
Oligodon barroni,Oligodon,Colubridae,0
Oligodon bitorquatus,Oligodon,Colubridae,0
Oligodon booliati,Oligodon,Colubridae,0
Oligodon brevicauda,Oligodon,Colubridae,0
Oligodon calamarius,Oligodon,Colubridae,0
Oligodon catenatus,Oligodon,Colubridae,0
Oligodon cattienensis,Oligodon,Colubridae,0
Oligodon chinensis,Oligodon,Colubridae,0
Oligodon cinereus,Oligodon,Colubridae,0
Oligodon condaoensis,Oligodon,Colubridae,0
Oligodon cruentatus,Oligodon,Colubridae,0
Oligodon culaochamensis,Oligodon,Colubridae,0
Oligodon cyclurus,Oligodon,Colubridae,0
Oligodon deuvei,Oligodon,Colubridae,0
Oligodon dorsalis,Oligodon,Colubridae,0
Oligodon eberhardti,Oligodon,Colubridae,0
Oligodon erythrogaster,Oligodon,Colubridae,0
Oligodon erythrorhachis,Oligodon,Colubridae,0
Oligodon everetti,Oligodon,Colubridae,0
Oligodon fasciolatus,Oligodon,Colubridae,0
Oligodon forbesi,Oligodon,Colubridae,0
Oligodon formosanus,Oligodon,Colubridae,0
Oligodon hamptoni,Oligodon,Colubridae,0
Oligodon huahin,Oligodon,Colubridae,0
Oligodon inornatus,Oligodon,Colubridae,0
Oligodon jintakunei,Oligodon,Colubridae,0
Oligodon joynsoni,Oligodon,Colubridae,0
Oligodon juglandifer,Oligodon,Colubridae,0
Oligodon kampucheaensis,Oligodon,Colubridae,0
Oligodon kheriensis,Oligodon,Colubridae,0
Oligodon lacroixi,Oligodon,Colubridae,0
Oligodon lipipengi,Oligodon,Colubridae,0
Oligodon lungshenensis,Oligodon,Colubridae,0
Oligodon macrurus,Oligodon,Colubridae,0
Oligodon maculatus,Oligodon,Colubridae,0
Oligodon mcdougalli,Oligodon,Colubridae,0
Oligodon melaneus,Oligodon,Colubridae,0
Oligodon melanozonatus,Oligodon,Colubridae,0
Oligodon meyerinkii,Oligodon,Colubridae,0
Oligodon modestus,Oligodon,Colubridae,0
Oligodon moricei,Oligodon,Colubridae,0
Oligodon mouhoti,Oligodon,Colubridae,0
Oligodon nagao,Oligodon,Colubridae,0
Oligodon nikhili,Oligodon,Colubridae,0
Oligodon notospilus,Oligodon,Colubridae,0
Oligodon ocellatus,Oligodon,Colubridae,0
Oligodon octolineatus,Oligodon,Colubridae,0
Oligodon ornatus,Oligodon,Colubridae,0
Oligodon perkinsi,Oligodon,Colubridae,0
Oligodon petronellae,Oligodon,Colubridae,0
Oligodon planiceps,Oligodon,Colubridae,0
Oligodon praefrontalis,Oligodon,Colubridae,0
Oligodon propinquus,Oligodon,Colubridae,0
Oligodon pseudotaeniatus,Oligodon,Colubridae,0
Oligodon pulcherrimus,Oligodon,Colubridae,0
Oligodon purpurascens,Oligodon,Colubridae,0
Oligodon rostralis,Oligodon,Colubridae,0
Oligodon saintgironsi,Oligodon,Colubridae,0
Oligodon saiyok,Oligodon,Colubridae,0
Oligodon signatus,Oligodon,Colubridae,0
Oligodon splendidus,Oligodon,Colubridae,0
Oligodon sublineatus,Oligodon,Colubridae,0
Oligodon taeniatus,Oligodon,Colubridae,0
Oligodon taeniolatus,Oligodon,Colubridae,0
Oligodon theobaldi,Oligodon,Colubridae,0
Oligodon torquatus,Oligodon,Colubridae,0
Oligodon travancoricus,Oligodon,Colubridae,0
Oligodon trilineatus,Oligodon,Colubridae,0
Oligodon unicolor,Oligodon,Colubridae,0
Oligodon venustus,Oligodon,Colubridae,0
Oligodon vertebralis,Oligodon,Colubridae,0
Oligodon waandersi,Oligodon,Colubridae,0
Oligodon wagneri,Oligodon,Colubridae,0
Oligodon woodmasoni,Oligodon,Colubridae,0
Omoadiphas aurula,Omoadiphas,Colubridae,0
Omoadiphas cannula,Omoadiphas,Colubridae,0
Omoadiphas texiguatensis,Omoadiphas,Colubridae,0
Oocatochus rufodorsatus,Oocatochus,Colubridae,0
Opheodrys aestivus,Opheodrys,Colubridae,0
Opheodrys vernalis,Opheodrys,Colubridae,0
Ophiophagus hannah,Ophiophagus,Elapidae,1
Ophryacus smaragdinus,Ophryacus,Viperidae,1
Ophryacus sphenophrys,Ophryacus,Viperidae,1
Ophryacus undulatus,Ophryacus,Viperidae,1
Opisthotropis alcalai,Opisthotropis,Colubridae,0
Opisthotropis andersonii,Opisthotropis,Colubridae,0
Opisthotropis atra,Opisthotropis,Colubridae,0
Opisthotropis cheni,Opisthotropis,Colubridae,0
Opisthotropis cucae,Opisthotropis,Colubridae,0
Opisthotropis daovantieni,Opisthotropis,Colubridae,0
Opisthotropis durandi,Opisthotropis,Colubridae,0
Opisthotropis guangxiensis,Opisthotropis,Colubridae,0
Opisthotropis haihaensis,Opisthotropis,Colubridae,0
Opisthotropis hungtai,Opisthotropis,Colubridae,0
Opisthotropis jacobi,Opisthotropis,Colubridae,0
Opisthotropis kikuzatoi,Opisthotropis,Colubridae,0
Opisthotropis kuatunensis,Opisthotropis,Colubridae,0
Opisthotropis lateralis,Opisthotropis,Colubridae,0
Opisthotropis latouchii,Opisthotropis,Colubridae,0
Opisthotropis laui,Opisthotropis,Colubridae,0
Opisthotropis maculosa,Opisthotropis,Colubridae,0
Opisthotropis maxwelli,Opisthotropis,Colubridae,0
Opisthotropis rugosa,Opisthotropis,Colubridae,0
Opisthotropis shenzhenensis,Opisthotropis,Colubridae,0
Opisthotropis spenceri,Opisthotropis,Colubridae,0
Opisthotropis tamdaoensis,Opisthotropis,Colubridae,0
Opisthotropis typica,Opisthotropis,Colubridae,0
Opisthotropis voquyi,Opisthotropis,Colubridae,0
Opisthotropis zhaoermii,Opisthotropis,Colubridae,0
Oreocalamus hanitschi,Oreocalamus,Colubridae,0
Oreocryptophis porphyraceus,Oreocryptophis,Colubridae,0
Orientocoluber spinalis,Orientocoluber,Colubridae,0
Ovophis convictus,Ovophis,Viperidae,0
Ovophis makazayazaya,Ovophis,Viperidae,0
Ovophis monticola,Ovophis,Viperidae,0
Ovophis okinavensis,Ovophis,Viperidae,0
Ovophis tonkinensis,Ovophis,Viperidae,0
Ovophis zayuensis,Ovophis,Viperidae,0
Oxybelis aeneus,Oxybelis,Colubridae,0
Oxybelis brevirostris,Oxybelis,Colubridae,0
Oxybelis fulgidus,Oxybelis,Colubridae,0
Oxybelis koehleri,Oxybelis,Colubridae,0
Oxybelis microphthalmus,Oxybelis,Colubridae,0
Oxybelis potosiensis,Oxybelis,Colubridae,0
Oxybelis rutherfordi,Oxybelis,Colubridae,0
Oxybelis vittatus,Oxybelis,Colubridae,0
Oxybelis wilsoni,Oxybelis,Colubridae,0
Oxyrhabdium leporinum,Oxyrhabdium,Lamprophiidae,0
Oxyrhabdium modestum,Oxyrhabdium,Lamprophiidae,0
Oxyrhopus clathratus,Oxyrhopus,Colubridae,0
Oxyrhopus doliatus,Oxyrhopus,Colubridae,0
Oxyrhopus emberti,Oxyrhopus,Colubridae,0
Oxyrhopus erdisii,Oxyrhopus,Colubridae,0
Oxyrhopus fitzingeri,Oxyrhopus,Colubridae,0
Oxyrhopus formosus,Oxyrhopus,Colubridae,0
Oxyrhopus guibei,Oxyrhopus,Colubridae,0
Oxyrhopus leucomelas,Oxyrhopus,Colubridae,0
Oxyrhopus marcapatae,Oxyrhopus,Colubridae,0
Oxyrhopus melanogenys,Oxyrhopus,Colubridae,0
Oxyrhopus occipitalis,Oxyrhopus,Colubridae,0
